Id,Label,In-Degree,Out-Degree,Degree,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID,Strongly-Connected ID,Clustering Coefficient,Eigenvector Centrality
Giordon-Stark,Giordon-Stark,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,83,4.879672589836098E-4,0,1797,0.0,0.0029676092115891372
Michael-Hannigan,Michael-Hannigan,1,38,39,39.0,1.0,38.0,3.0,1.9891304347826086,0.0,5.08647E-4,0.009708738,25,4.907886813201358E-4,0,1826,0.006756757,0.005744876350342447
Sasha-Kowalchuk,Sasha-Kowalchuk,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1799,0.0,0.005744876350342447
Sophia-de-Tricht,Sophia-de-Tricht,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1800,0.0,0.005744876350342447
Richard-Lambert,Richard-Lambert,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1801,0.0,0.005744876350342447
Edem-David,Edem-David,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1802,0.0,0.005744876350342447
Juergen-Nieveler,Juergen-Nieveler,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1803,0.0,0.005744876350342447
James-Hinton,James-Hinton,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1804,0.0,0.005744876350342447
Ian-McCullough,Ian-McCullough,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1805,0.0,0.005744876350342447
Matthew-Martin,Matthew-Martin,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1806,0.0,0.005744876350342447
Alex-Sadovsky,Alex-Sadovsky,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1807,0.0,0.005744876350342447
James-Cullens,James-Cullens,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1808,0.0,0.005744876350342447
Tim-George,Tim-George,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1809,0.0,0.005744876350342447
Medo-Hamdani,Medo-Hamdani,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1810,0.0,0.005744876350342447
Robert-Rister,Robert-Rister,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1811,0.0,0.005744876350342447
Drezner-David,Drezner-David,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1812,0.0,0.005744876350342447
Patricio-Ramos,Patricio-Ramos,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1813,0.0,0.005744876350342447
Kyle-Murao,Kyle-Murao,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1814,0.0,0.005744876350342447
Ilwaad-Issa,Ilwaad-Issa,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1815,0.0,0.005744876350342447
John-McElwain,John-McElwain,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1816,0.0,0.005744876350342447
Kaz-Vorpal,Kaz-Vorpal,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1817,0.0,0.005744876350342447
Andrea-Marin,Andrea-Marin,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1818,0.0,0.005744876350342447
Ted-Exstein,Ted-Exstein,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1819,0.0,0.005744876350342447
Aaron-Mason,Aaron-Mason,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1820,0.0,0.005744876350342447
Paul-de-Sousa,Paul-de-Sousa,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1821,0.0,0.005744876350342447
John-Rodrigues,John-Rodrigues,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1822,0.0,0.005744876350342447
Rudy-Rupak,Rudy-Rupak,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1823,0.0,0.005744876350342447
Dave-Deming,Dave-Deming,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1824,0.0,0.005744876350342447
Daniel-Schwarz-Carigiet,Daniel-Schwarz-Carigiet,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,25,4.907886813201358E-4,0,1825,0.0,0.005744876350342447
Sunderi-Mehta,Sunderi-Mehta,0,43,43,46.0,0.0,46.0,3.0,1.9882005899705015,0.0,0.0,0.004854369,84,4.7981039363461823E-4,0,1860,0.004429679,0.0
Vernon-Snyder,Vernon-Snyder,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1827,0.0,0.0029676092115891372
Paul-Crockett,Paul-Crockett,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1828,0.0,0.0029676092115891372
Daniel-James,Daniel-James,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1829,0.0,0.0029676092115891372
Jason-Berman,Jason-Berman,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1830,0.0,0.0029676092115891372
Chris-Schene,Chris-Schene,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1831,0.0,0.0029676092115891372
James-Hough,James-Hough,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1832,0.0,0.0029676092115891372
Jill-Friedman,Jill-Friedman,1,0,1,2.0,2.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1833,0.0,0.0029676092115891372
Christian-Winter,Christian-Winter,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1834,0.0,0.0029676092115891372
Steven-de-Rooij,Steven-de-Rooij,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1835,0.0,0.0029676092115891372
Jimmy-Console,Jimmy-Console,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1836,0.0,0.0029676092115891372
Nigel-Shelton-Owen,Nigel-Shelton-Owen,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1837,0.0,0.0029676092115891372
Adam-Sanford,Adam-Sanford,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1838,0.0,0.0029676092115891372
Ken-Eckert,Ken-Eckert,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1839,0.0,0.0029676092115891372
Matt-Parsons,Matt-Parsons,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1840,0.0,0.0029676092115891372
Dave-Crews,Dave-Crews,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1841,0.0,0.0029676092115891372
Mark-Barton,Mark-Barton,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1842,0.0,0.0029676092115891372
Jaap-Weel,Jaap-Weel,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1843,0.0,0.0029676092115891372
Crysti-Drake,Crysti-Drake,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1844,0.0,0.0029676092115891372
Tim-Johnson,Tim-Johnson,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1845,0.0,0.0029676092115891372
Paul-Dulaney,Paul-Dulaney,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1846,0.0,0.0029676092115891372
David-de-la-Fuente,David-de-la-Fuente,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1847,0.0,0.0029676092115891372
MariaJosé-León,MariaJosé-León,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1848,0.0,0.0029676092115891372
David-Dockery,David-Dockery,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1849,0.0,0.0029676092115891372
Justin-Eiler,Justin-Eiler,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1850,0.0,0.0029676092115891372
Frank-Dauenhauer,Frank-Dauenhauer,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1851,0.0,0.0029676092115891372
Jon-Hilderbrand,Jon-Hilderbrand,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1852,0.0,0.0029676092115891372
Eleni-Tsal,Eleni-Tsal,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1853,0.0,0.0029676092115891372
Ignacio-Rubio-Landaluce,Ignacio-Rubio-Landaluce,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1854,0.0,0.0029676092115891372
Tom-Reeves,Tom-Reeves,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1855,0.0,0.0029676092115891372
Matt-Johnson,Matt-Johnson,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1856,0.0,0.0029676092115891372
Samuel-Garcia,Samuel-Garcia,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1857,0.0,0.0029676092115891372
Jared-MacKinnon,Jared-MacKinnon,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1858,0.0,0.0029676092115891372
Ahmed-Zaher,Ahmed-Zaher,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,84,4.892951207846084E-4,0,1859,0.0,0.0029676092115891372
Surya-Samudram,Surya-Samudram,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,663,0.0,0.2967609211589137
SabSab-Al-Amoudi,SabSab-Al-Amoudi,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,664,0.0,0.2967609211589137
Amitabh-Yadav,Amitabh-Yadav,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,665,0.0,0.2967609211589137
Sakura-Kuran,Sakura-Kuran,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,666,0.0,0.2967609211589137
Adeeti-Sonam,Adeeti-Sonam,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,667,0.0,0.2967609211589137
Abdullah-Tshabal,Abdullah-Tshabal,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,668,0.0,0.2967609211589137
Siddharth-Pathak,Siddharth-Pathak,1,0,1,2.0,2.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,669,0.0,0.2967609211589137
Abhilash-Sharma,Abhilash-Sharma,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,670,0.0,0.2967609211589137
Heather-Winnie,Heather-Winnie,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,671,0.0,0.2967609211589137
Priya-Ghosh,Priya-Ghosh,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,672,0.0,0.2967609211589137
Abdulhusain-Dohadwala,Abdulhusain-Dohadwala,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,673,0.0,0.2967609211589137
Dillon-Borges,Dillon-Borges,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,674,0.0,0.2967609211589137
Vulpes-Inculta,Vulpes-Inculta,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,675,0.0,0.2967609211589137
Phil-Chen,Phil-Chen,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,676,0.0,0.2967609211589137
Shoyeb-Behlim,Shoyeb-Behlim,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,677,0.0,0.2967609211589137
Hassan-Liaquat,Hassan-Liaquat,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,678,0.0,0.2967609211589137
Nancy-Gruder,Nancy-Gruder,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,679,0.0,0.2967609211589137
Cjei-Aquino,Cjei-Aquino,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,680,0.0,0.2967609211589137
Umm-AbdurRahman,Umm-AbdurRahman,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,681,0.0,0.2967609211589137
Aysha-Fahima,Aysha-Fahima,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,682,0.0,0.2967609211589137
Abid-Rahim,Abid-Rahim,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,683,0.0,0.2967609211589137
Ali-Fanaswalla,Ali-Fanaswalla,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,684,0.0,0.2967609211589137
Deborah-Iwo,Deborah-Iwo,1,0,1,3.0,3.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,685,0.0,0.2967609211589137
Nina-Sakinah,Nina-Sakinah,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,686,0.0,0.2967609211589137
Lars-Finsen,Lars-Finsen,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,687,0.0,0.2967609211589137
Sriharsha-Chintalapati,Sriharsha-Chintalapati,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,688,0.0,0.2967609211589137
Neeraj-Shukla,Neeraj-Shukla,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,689,0.0,0.2967609211589137
Ricky-Roy,Ricky-Roy,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,690,0.0,0.2967609211589137
Eric-Strauss,Eric-Strauss,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,691,0.0,0.2967609211589137
Syed-Moin,Syed-Moin,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,692,0.0,0.2967609211589137
Bashirul-Islam-Sheikh,Bashirul-Islam-Sheikh,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,693,0.0,0.2967609211589137
Apurv-Jain,Apurv-Jain,1,0,1,2.0,2.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,694,0.0,0.2967609211589137
Rick-H-Kennerly,Rick-H-Kennerly,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,695,0.0,0.2967609211589137
Garima-Verma,Garima-Verma,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,696,0.0,0.2967609211589137
Michael-Sinanian,Michael-Sinanian,0,2,2,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.004854369,85,4.7981039363461823E-4,33,1863,0.0,0.0
Phil-Murphy,Phil-Murphy,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,85,6.837320273594073E-4,33,1861,0.0,0.0029676092115891372
Derek-Pangallo,Derek-Pangallo,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,85,6.837320273594073E-4,33,1862,0.0,0.0029676092115891372
Konstantin-Vyshetsky,Konstantin-Vyshetsky,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,697,0.0,0.2967609211589137
Joey-Anderson,Joey-Anderson,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,698,0.0,0.2967609211589137
Carlos-Diego,Carlos-Diego,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,699,0.0,0.2967609211589137
Dean-Brunel,Dean-Brunel,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,700,0.0,0.2967609211589137
Alexander-Carter,Alexander-Carter,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,701,0.0,0.2967609211589137
Martin-Labrecque,Martin-Labrecque,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,702,0.0,0.2967609211589137
Jeffery-Vest,Jeffery-Vest,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,703,0.0,0.2967609211589137
C-Stuart-Hardwick,C-Stuart-Hardwick,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,704,0.0,0.2967609211589137
Eldar-Baykiev,Eldar-Baykiev,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,705,0.0,0.2967609211589137
Sun-Mengdi,Sun-Mengdi,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,706,0.0,0.2967609211589137
Stephen-Jones,Stephen-Jones,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,707,0.0,0.2967609211589137
Ahman-Millener,Ahman-Millener,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,708,0.0,0.2967609211589137
Torstein-Storstein,Torstein-Storstein,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,709,0.0,0.2967609211589137
Prashant-Vashishth,Prashant-Vashishth,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,710,0.0,0.2967609211589137
Steven-De-Crescenzo,Steven-De-Crescenzo,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,711,0.0,0.2967609211589137
Thierry-Etienne-Joseph-Rotty,Thierry-Etienne-Joseph-Rotty,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,712,0.0,0.2967609211589137
Steve-Jones,Steve-Jones,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,713,0.0,0.2967609211589137
Atul-Prakash-Sinha,Atul-Prakash-Sinha,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,714,0.0,0.2967609211589137
Gyles-Hawkins,Gyles-Hawkins,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,715,0.0,0.2967609211589137
Peter-Ho,Peter-Ho,1,0,1,2.0,2.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,716,0.0,0.2967609211589137
Ian-Sawyer,Ian-Sawyer,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,717,0.0,0.2967609211589137
Greg-London,Greg-London,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,718,0.0,0.2967609211589137
Adrian-Jenkin,Adrian-Jenkin,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,719,0.0,0.2967609211589137
Kris-Rosvold,Kris-Rosvold,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,720,0.0,0.2967609211589137
Paul-C-Pinkosh,Paul-C-Pinkosh,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,721,0.0,0.2967609211589137
Ori-Eyal,Ori-Eyal,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,722,0.0,0.2967609211589137
Viswanath-Ajikumar,Viswanath-Ajikumar,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,723,0.0,0.2967609211589137
James-Waldron-Hertsch,James-Waldron-Hertsch,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,724,0.0,0.2967609211589137
Timothy-Singleton,Timothy-Singleton,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,725,0.0,0.2967609211589137
Stephen-Cappa-Marcelis-Regan,Stephen-Cappa-Marcelis-Regan,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,726,0.0,0.2967609211589137
Vadim-Berman,Vadim-Berman,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,727,0.0,0.2967609211589137
Behnam-Mohammadi,Behnam-Mohammadi,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,728,0.0,0.2967609211589137
Bob-Pryor,Bob-Pryor,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,729,0.0,0.2967609211589137
Jon-Lee,Jon-Lee,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,730,0.0,0.2967609211589137
Nick-Glen,Nick-Glen,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,731,0.0,0.2967609211589137
Jared-Busby,Jared-Busby,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,732,0.0,0.2967609211589137
Blake-Magill,Blake-Magill,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,733,0.0,0.2967609211589137
Bardia-Afshin,Bardia-Afshin,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,734,0.0,0.2967609211589137
Mark-Switzer,Mark-Switzer,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,735,0.0,0.2967609211589137
Jason-Bearpaw,Jason-Bearpaw,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,736,0.0,0.2967609211589137
Nakul-Sharma,Nakul-Sharma,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,737,0.0,0.2967609211589137
Michael-Greif,Michael-Greif,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,738,0.0,0.2967609211589137
Michael-Hunter,Michael-Hunter,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,739,0.0,0.2967609211589137
Clarence-Sherrick,Clarence-Sherrick,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,740,0.0,0.2967609211589137
Mike-Hubbard,Mike-Hubbard,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,741,0.0,0.2967609211589137
Rahul-Ramachandran,Rahul-Ramachandran,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,742,0.0,0.2967609211589137
Anthony-Pero,Anthony-Pero,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,743,0.0,0.2967609211589137
Douglas-B-Sabo,Douglas-B-Sabo,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,744,0.0,0.2967609211589137
Matt-Chanoff,Matt-Chanoff,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,5.08647E-4,0.0,0,4.839455417466874E-4,0,745,0.0,0.2967609211589137
